round,r,f1_val,f1_val@0.5,pr_auc,n_tree,fit_s,num_leaves,learning_rate,reg_lambda,reg_alpha,scale_pos_weight,params
0,0.125,0.3964179104477612,0.32827004219409284,0.2432910125144401,95,0.7,64,0.00733,0.1505,1.6435,9.66,"{""num_leaves"": 64, ""learning_rate"": 0.00733, ""reg_lambda"": 0.1505, ""reg_alpha"": 1.6435, ""scale_pos_weight"": 9.66, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.04296649930035394,0.0,0.01899726881268085,23,0.4,64,0.01543,63.1742,1.0592,1.595,"{""num_leaves"": 64, ""learning_rate"": 0.01543, ""reg_lambda"": 63.1742, ""reg_alpha"": 1.0592, ""scale_pos_weight"": 1.595, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.25995694294940797,0.19381633594831565,0.09876203212760831,2,0.4,64,0.03154,0.076,1.9609,8.158,"{""num_leaves"": 64, ""learning_rate"": 0.03154, ""reg_lambda"": 0.076, ""reg_alpha"": 1.9609, ""scale_pos_weight"": 8.158, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.25938009787928223,0.0,0.08950147209080367,16,0.4,2,0.00995,0.0961,2.3198,5.283,"{""num_leaves"": 2, ""learning_rate"": 0.00995, ""reg_lambda"": 0.0961, ""reg_alpha"": 2.3198, ""scale_pos_weight"": 5.283, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4564102564102564,0.0,0.3253278909674472,62,0.5,256,0.00428,8.8853,2.7015,9.013,"{""num_leaves"": 256, ""learning_rate"": 0.00428, ""reg_lambda"": 8.8853, ""reg_alpha"": 2.7015, ""scale_pos_weight"": 9.013, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.3498190591073583,0.24858757062146894,0.20913369206977064,18,0.4,8,0.01841,0.0411,1.32,5.082,"{""num_leaves"": 8, ""learning_rate"": 0.01841, ""reg_lambda"": 0.0411, ""reg_alpha"": 1.32, ""scale_pos_weight"": 5.082, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.26830631637786473,0.2155023923444976,0.18725548755960017,21,0.5,128,0.02987,0.125,2.4011,4.919,"{""num_leaves"": 128, ""learning_rate"": 0.02987, ""reg_lambda"": 0.125, ""reg_alpha"": 2.4011, ""scale_pos_weight"": 4.919, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4214833759590793,0.25938009787928223,0.20937733631274968,3,0.5,4096,0.09422,0.5187,2.6316,1.131,"{""num_leaves"": 4096, ""learning_rate"": 0.09422, ""reg_lambda"": 0.5187, ""reg_alpha"": 2.6316, ""scale_pos_weight"": 1.131, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.46838709677419355,0.0,0.3046674834486901,9,0.9,8192,0.01252,0.9909,1.2806,9.366,"{""num_leaves"": 8192, ""learning_rate"": 0.01252, ""reg_lambda"": 0.9909, ""reg_alpha"": 1.2806, ""scale_pos_weight"": 9.366, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4627720504009164,0.4534313725490196,0.3732682689804653,155,1.1,2048,0.0063,1.7634,2.0077,8.726,"{""num_leaves"": 2048, ""learning_rate"": 0.0063, ""reg_lambda"": 1.7634, ""reg_alpha"": 2.0077, ""scale_pos_weight"": 8.726, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.47477064220183485,0.26767151767151764,0.3793079718550481,54,0.4,4,0.05557,1.2462,3.0103,7.449,"{""num_leaves"": 4, ""learning_rate"": 0.05557, ""reg_lambda"": 1.2462, ""reg_alpha"": 3.0103, ""scale_pos_weight"": 7.449, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4600366076876144,0.0,0.37180551530860445,31,0.5,128,0.07382,58.8088,2.5299,2.101,"{""num_leaves"": 128, ""learning_rate"": 0.07382, ""reg_lambda"": 58.8088, ""reg_alpha"": 2.5299, ""scale_pos_weight"": 2.101, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.3258520365752286,0.25938009787928223,0.13200105730983971,20,0.4,4,0.02657,0.1216,1.5802,2.564,"{""num_leaves"": 4, ""learning_rate"": 0.02657, ""reg_lambda"": 0.1216, ""reg_alpha"": 1.5802, ""scale_pos_weight"": 2.564, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.5148514851485149,0.31371280724450196,0.4267329472198269,79,0.5,4,0.04398,26.1813,1.1887,5.652,"{""num_leaves"": 4, ""learning_rate"": 0.04398, ""reg_lambda"": 26.1813, ""reg_alpha"": 1.1887, ""scale_pos_weight"": 5.652, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.2653669103709721,0.12442797995205927,0.13881367428927416,11,0.7,4096,0.04842,0.7244,2.334,6.095,"{""num_leaves"": 4096, ""learning_rate"": 0.04842, ""reg_lambda"": 0.7244, ""reg_alpha"": 2.334, ""scale_pos_weight"": 6.095, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.21579059374334966,0.19030837004405288,0.09243941139640882,6,0.5,64,0.09276,0.477,3.1186,4.739,"{""num_leaves"": 64, ""learning_rate"": 0.09276, ""reg_lambda"": 0.477, ""reg_alpha"": 3.1186, ""scale_pos_weight"": 4.739, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.25938009787928223,0.14590663851747596,0.10380236740830608,1,0.5,2048,0.04711,0.1221,1.9374,6.814,"{""num_leaves"": 2048, ""learning_rate"": 0.04711, ""reg_lambda"": 0.1221, ""reg_alpha"": 1.9374, ""scale_pos_weight"": 6.814, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4331140350877193,0.0,0.23217482787655477,51,0.4,8,0.0063,0.0137,3.1164,8.357,"{""num_leaves"": 8, ""learning_rate"": 0.0063, ""reg_lambda"": 0.0137, ""reg_alpha"": 3.1164, ""scale_pos_weight"": 8.357, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.25938009787928223,0.10747004933051445,0.10310473357034622,1,0.4,64,0.05915,0.1078,1.3526,7.954,"{""num_leaves"": 64, ""learning_rate"": 0.05915, ""reg_lambda"": 0.1078, ""reg_alpha"": 1.3526, ""scale_pos_weight"": 7.954, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.5137067938021455,0.27720628045479156,0.42079737086497315,78,0.5,4,0.04326,24.2008,1.1939,7.728,"{""num_leaves"": 4, ""learning_rate"": 0.04326, ""reg_lambda"": 24.2008, ""reg_alpha"": 1.1939, ""scale_pos_weight"": 7.728, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.46006389776357826,0.0,0.3308833656600965,30,0.9,8192,0.00975,8.6539,2.6553,3.902,"{""num_leaves"": 8192, ""learning_rate"": 0.00975, ""reg_lambda"": 8.6539, ""reg_alpha"": 2.6553, ""scale_pos_weight"": 3.902, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.04114472446402931,0.0,0.016388328920221316,1,0.4,128,0.0054,92.6273,2.8867,3.609,"{""num_leaves"": 128, ""learning_rate"": 0.0054, ""reg_lambda"": 92.6273, ""reg_alpha"": 2.8867, ""scale_pos_weight"": 3.609, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.041141668935812066,0.0,0.016388311030942015,1,0.3,16,0.00431,44.6873,2.4523,2.772,"{""num_leaves"": 16, ""learning_rate"": 0.00431, ""reg_lambda"": 44.6873, ""reg_alpha"": 2.4523, ""scale_pos_weight"": 2.772, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4438573315719947,0.0018467220683287165,0.3357043065852884,47,0.7,4096,0.00878,2.4111,1.5287,7.626,"{""num_leaves"": 4096, ""learning_rate"": 0.00878, ""reg_lambda"": 2.4111, ""reg_alpha"": 1.5287, ""scale_pos_weight"": 7.626, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4805571677307023,0.4655380894800484,0.4061619121666642,299,1.1,8,0.00646,2.757,1.0397,2.006,"{""num_leaves"": 8, ""learning_rate"": 0.00646, ""reg_lambda"": 2.757, ""reg_alpha"": 1.0397, ""scale_pos_weight"": 2.006, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.27737704918032785,0.0,0.11074643383559915,30,0.5,512,0.00552,0.2598,1.0371,9.369,"{""num_leaves"": 512, ""learning_rate"": 0.00552, ""reg_lambda"": 0.2598, ""reg_alpha"": 1.0371, ""scale_pos_weight"": 9.369, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.3768870380010411,0.3119005328596803,0.30117427118321904,208,1.4,4096,0.00805,0.3181,2.9578,4.166,"{""num_leaves"": 4096, ""learning_rate"": 0.00805, ""reg_lambda"": 0.3181, ""reg_alpha"": 2.9578, ""scale_pos_weight"": 4.166, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.3997827267789245,0.260427807486631,0.31238954076235265,129,0.6,16,0.01402,0.1563,3.0786,4.284,"{""num_leaves"": 16, ""learning_rate"": 0.01402, ""reg_lambda"": 0.1563, ""reg_alpha"": 3.0786, ""scale_pos_weight"": 4.284, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.5220978196817914,0.35748031496062993,0.4100110146932066,62,0.4,4,0.03069,7.3522,1.5574,2.902,"{""num_leaves"": 4, ""learning_rate"": 0.03069, ""reg_lambda"": 7.3522, ""reg_alpha"": 1.5574, ""scale_pos_weight"": 2.902, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4050518718989626,0.25938009787928223,0.16726102230670517,37,0.3,4,0.013,0.5705,3.1456,8.726,"{""num_leaves"": 4, ""learning_rate"": 0.013, ""reg_lambda"": 0.5705, ""reg_alpha"": 3.1456, ""scale_pos_weight"": 8.726, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4543784445805266,0.0,0.31918002623205094,32,0.3,256,0.00618,5.6449,2.4094,1.678,"{""num_leaves"": 256, ""learning_rate"": 0.00618, ""reg_lambda"": 5.6449, ""reg_alpha"": 2.4094, ""scale_pos_weight"": 1.678, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.46619446233097234,0.0,0.3114384195265597,9,0.3,512,0.01173,0.203,1.9477,6.877,"{""num_leaves"": 512, ""learning_rate"": 0.01173, ""reg_lambda"": 0.203, ""reg_alpha"": 1.9477, ""scale_pos_weight"": 6.877, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.039219185722253205,0.0,0.01687596432957033,16,0.3,2,0.01601,93.0404,1.0418,4.339,"{""num_leaves"": 2, ""learning_rate"": 0.01601, ""reg_lambda"": 93.0404, ""reg_alpha"": 1.0418, ""scale_pos_weight"": 4.339, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4039125431530495,0.03418803418803419,0.2370406447908576,59,0.4,8,0.01003,0.4191,2.7284,4.945,"{""num_leaves"": 8, ""learning_rate"": 0.01003, ""reg_lambda"": 0.4191, ""reg_alpha"": 2.7284, ""scale_pos_weight"": 4.945, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.2884882108183079,0.2571428571428571,0.11619085823279326,23,0.3,16,0.02308,0.4994,1.3603,8.413,"{""num_leaves"": 16, ""learning_rate"": 0.02308, ""reg_lambda"": 0.4994, ""reg_alpha"": 1.3603, ""scale_pos_weight"": 8.413, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.25999121651295565,0.2563689997318316,0.18198229105091582,3,0.5,8192,0.02926,0.0706,1.185,2.129,"{""num_leaves"": 8192, ""learning_rate"": 0.02926, ""reg_lambda"": 0.0706, ""reg_alpha"": 1.185, ""scale_pos_weight"": 2.129, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4589955499046408,0.0,0.3261381907393682,35,0.3,8,0.01274,19.1087,2.8101,3.037,"{""num_leaves"": 8, ""learning_rate"": 0.01274, ""reg_lambda"": 19.1087, ""reg_alpha"": 2.8101, ""scale_pos_weight"": 3.037, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4630606860158311,0.0,0.378981489978599,21,0.7,8192,0.00354,0.0526,2.4477,1.139,"{""num_leaves"": 8192, ""learning_rate"": 0.00354, ""reg_lambda"": 0.0526, ""reg_alpha"": 2.4477, ""scale_pos_weight"": 1.139, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4580934101087652,0.0,0.34779716484159034,76,0.5,64,0.00612,11.6585,1.7575,5.942,"{""num_leaves"": 64, ""learning_rate"": 0.00612, ""reg_lambda"": 11.6585, ""reg_alpha"": 1.7575, ""scale_pos_weight"": 5.942, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.3454294901240239,0.0,0.18076479983780683,19,0.4,256,0.00871,0.6704,1.0775,8.286,"{""num_leaves"": 256, ""learning_rate"": 0.00871, ""reg_lambda"": 0.6704, ""reg_alpha"": 1.0775, ""scale_pos_weight"": 8.286, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.46619446233097234,0.0,0.29335240751180014,40,0.4,2,0.04256,0.9605,2.6513,1.034,"{""num_leaves"": 2, ""learning_rate"": 0.04256, ""reg_lambda"": 0.9605, ""reg_alpha"": 2.6513, ""scale_pos_weight"": 1.034, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.48063921327596804,0.2718556119571348,0.38992189605165134,59,0.9,8192,0.03155,11.7366,1.4793,8.709,"{""num_leaves"": 8192, ""learning_rate"": 0.03155, ""reg_lambda"": 11.7366, ""reg_alpha"": 1.4793, ""scale_pos_weight"": 8.709, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.34674922600619196,0.25943012211668925,0.1635651664277117,8,0.3,1024,0.02807,0.16,2.0798,3.262,"{""num_leaves"": 1024, ""learning_rate"": 0.02807, ""reg_lambda"": 0.16, ""reg_alpha"": 2.0798, ""scale_pos_weight"": 3.262, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.04219178082191781,0.0,0.01788841032197453,2,0.3,2,0.00653,3.1963,1.7927,2.686,"{""num_leaves"": 2, ""learning_rate"": 0.00653, ""reg_lambda"": 3.1963, ""reg_alpha"": 1.7927, ""scale_pos_weight"": 2.686, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.2972665148063781,0.07934086054317974,0.1833525489467213,66,0.7,256,0.06662,1.5786,2.2698,5.062,"{""num_leaves"": 256, ""learning_rate"": 0.06662, ""reg_lambda"": 1.5786, ""reg_alpha"": 2.2698, ""scale_pos_weight"": 5.062, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.45982694684796044,0.0,0.3619190007883211,17,0.6,8192,0.05037,21.6484,2.4235,3.188,"{""num_leaves"": 8192, ""learning_rate"": 0.05037, ""reg_lambda"": 21.6484, ""reg_alpha"": 2.4235, ""scale_pos_weight"": 3.188, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.3421383647798742,0.2641509433962264,0.24489671394205695,3,0.4,1024,0.03072,0.4416,2.8066,8.739,"{""num_leaves"": 1024, ""learning_rate"": 0.03072, ""reg_lambda"": 0.4416, ""reg_alpha"": 2.8066, ""scale_pos_weight"": 8.739, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.48703352308665404,0.06082289803220036,0.3197449974897358,64,0.3,2,0.01998,0.3234,2.2875,7.384,"{""num_leaves"": 2, ""learning_rate"": 0.01998, ""reg_lambda"": 0.3234, ""reg_alpha"": 2.2875, ""scale_pos_weight"": 7.384, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.42204132748904194,0.07438132733408324,0.31617776735353476,32,0.6,1024,0.05803,2.0383,1.8317,5.652,"{""num_leaves"": 1024, ""learning_rate"": 0.05803, ""reg_lambda"": 2.0383, ""reg_alpha"": 1.8317, ""scale_pos_weight"": 5.652, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.28904947192884933,0.25090470446320867,0.14237578999153774,2,0.3,1024,0.06815,0.2931,2.6457,5.544,"{""num_leaves"": 1024, ""learning_rate"": 0.06815, ""reg_lambda"": 0.2931, ""reg_alpha"": 2.6457, ""scale_pos_weight"": 5.544, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4678138942001275,0.25832656376929325,0.317326597809829,19,0.4,512,0.01491,0.1461,1.8564,8.68,"{""num_leaves"": 512, ""learning_rate"": 0.01491, ""reg_lambda"": 0.1461, ""reg_alpha"": 1.8564, ""scale_pos_weight"": 8.68, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.5266946610677864,0.3503981797497156,0.41681428503546886,236,0.7,4,0.00588,0.796,1.9744,7.928,"{""num_leaves"": 4, ""learning_rate"": 0.00588, ""reg_lambda"": 0.796, ""reg_alpha"": 1.9744, ""scale_pos_weight"": 7.928, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4595635430038511,0.2713023653462525,0.38272021304096765,139,0.8,16,0.02118,48.5816,1.4959,7.879,"{""num_leaves"": 16, ""learning_rate"": 0.02118, ""reg_lambda"": 48.5816, ""reg_alpha"": 1.4959, ""scale_pos_weight"": 7.879, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.47162673392181587,0.2702702702702703,0.33423930064792745,49,1.8,16384,0.04422,1.6037,1.245,4.476,"{""num_leaves"": 16384, ""learning_rate"": 0.04422, ""reg_lambda"": 1.6037, ""reg_alpha"": 1.245, ""scale_pos_weight"": 4.476, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4761290322580645,0.2613541376427974,0.323736066520489,24,0.8,8192,0.08919,3.7887,2.8538,3.665,"{""num_leaves"": 8192, ""learning_rate"": 0.08919, ""reg_lambda"": 3.7887, ""reg_alpha"": 2.8538, ""scale_pos_weight"": 3.665, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4675496688741722,0.27349397590361446,0.38546644260641044,120,0.9,32,0.01391,1.8599,1.5269,5.108,"{""num_leaves"": 32, ""learning_rate"": 0.01391, ""reg_lambda"": 1.8599, ""reg_alpha"": 1.5269, ""scale_pos_weight"": 5.108, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.34316353887399464,0.0,0.2698332098199941,9,2.1,16384,0.00349,0.2287,1.0235,5.343,"{""num_leaves"": 16384, ""learning_rate"": 0.00349, ""reg_lambda"": 0.2287, ""reg_alpha"": 1.0235, ""scale_pos_weight"": 5.343, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.25526100027329873,0.116021094744499,0.110345248483515,2,0.5,512,0.02582,0.0235,1.3447,8.236,"{""num_leaves"": 512, ""learning_rate"": 0.02582, ""reg_lambda"": 0.0235, ""reg_alpha"": 1.3447, ""scale_pos_weight"": 8.236, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4569620253164557,0.0,0.347051224588017,51,2.6,16384,0.01207,18.0674,1.3989,7.355,"{""num_leaves"": 16384, ""learning_rate"": 0.01207, ""reg_lambda"": 18.0674, ""reg_alpha"": 1.3989, ""scale_pos_weight"": 7.355, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.43905635648754915,0.4265402843601896,0.3804797817717289,107,1.1,4096,0.02081,0.576,2.1461,1.121,"{""num_leaves"": 4096, ""learning_rate"": 0.02081, ""reg_lambda"": 0.576, ""reg_alpha"": 2.1461, ""scale_pos_weight"": 1.121, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.45436893203883494,0.0,0.3662714049242831,84,1.3,8192,0.00872,5.2753,2.2702,7.127,"{""num_leaves"": 8192, ""learning_rate"": 0.00872, ""reg_lambda"": 5.2753, ""reg_alpha"": 2.2702, ""scale_pos_weight"": 7.127, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.25938009787928223,0.06315138668079845,0.0948311982703852,1,0.4,8,0.04482,0.0208,1.1531,8.698,"{""num_leaves"": 8, ""learning_rate"": 0.04482, ""reg_lambda"": 0.0208, ""reg_alpha"": 1.1531, ""scale_pos_weight"": 8.698, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4423465947403911,0.0,0.3466752784216809,18,2.4,16384,0.02252,1.0328,2.0752,1.693,"{""num_leaves"": 16384, ""learning_rate"": 0.02252, ""reg_lambda"": 1.0328, ""reg_alpha"": 2.0752, ""scale_pos_weight"": 1.693, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.22632020117351215,0.10317301935741369,0.09895985040404993,2,0.4,32,0.04515,0.0312,2.2074,4.619,"{""num_leaves"": 32, ""learning_rate"": 0.04515, ""reg_lambda"": 0.0312, ""reg_alpha"": 2.2074, ""scale_pos_weight"": 4.619, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.2625197680548234,0.16027003375421928,0.13042808611146428,2,2.2,16384,0.03218,0.3048,1.0779,9.678,"{""num_leaves"": 16384, ""learning_rate"": 0.03218, ""reg_lambda"": 0.3048, ""reg_alpha"": 1.0779, ""scale_pos_weight"": 9.678, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.45394736842105265,0.2607696726019529,0.36839904134435364,101,0.8,128,0.01923,9.302,1.8635,8.377,"{""num_leaves"": 128, ""learning_rate"": 0.01923, ""reg_lambda"": 9.302, ""reg_alpha"": 1.8635, ""scale_pos_weight"": 8.377, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.45245494095711625,0.0,0.32318376920147374,22,1.5,16384,0.00483,3.6951,1.2435,8.413,"{""num_leaves"": 16384, ""learning_rate"": 0.00483, ""reg_lambda"": 3.6951, ""reg_alpha"": 1.2435, ""scale_pos_weight"": 8.413, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.46204620462046203,0.0,0.37646232925155065,54,0.5,256,0.03323,57.4427,2.0809,3.026,"{""num_leaves"": 256, ""learning_rate"": 0.03323, ""reg_lambda"": 57.4427, ""reg_alpha"": 2.0809, ""scale_pos_weight"": 3.026, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.43443708609271525,0.26023706896551724,0.35565379268332376,85,0.8,1024,0.04546,7.0397,1.5057,6.898,"{""num_leaves"": 1024, ""learning_rate"": 0.04546, ""reg_lambda"": 7.0397, ""reg_alpha"": 1.5057, ""scale_pos_weight"": 6.898, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.39269981120201386,0.05331987721290105,0.28248435126620697,18,0.5,256,0.07997,5.4858,1.5487,9.197,"{""num_leaves"": 256, ""learning_rate"": 0.07997, ""reg_lambda"": 5.4858, ""reg_alpha"": 1.5487, ""scale_pos_weight"": 9.197, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.25938009787928223,0.05775458112690007,0.10400083444322303,1,0.3,8,0.06064,0.0268,1.4207,8.111,"{""num_leaves"": 8, ""learning_rate"": 0.06064, ""reg_lambda"": 0.0268, ""reg_alpha"": 1.4207, ""scale_pos_weight"": 8.111, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.28116551516972066,0.026912181303116147,0.10349179024518176,5,0.4,4096,0.00817,0.0197,2.2121,8.193,"{""num_leaves"": 4096, ""learning_rate"": 0.00817, ""reg_lambda"": 0.0197, ""reg_alpha"": 2.2121, ""scale_pos_weight"": 8.193, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4315297261189045,0.0018467220683287165,0.37160419815180123,58,0.5,512,0.01041,1.7342,1.0484,6.064,"{""num_leaves"": 512, ""learning_rate"": 0.01041, ""reg_lambda"": 1.7342, ""reg_alpha"": 1.0484, ""scale_pos_weight"": 6.064, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.3302752293577982,0.12743051741184225,0.13241567509458718,3,0.3,512,0.06098,0.0205,1.577,2.484,"{""num_leaves"": 512, ""learning_rate"": 0.06098, ""reg_lambda"": 0.0205, ""reg_alpha"": 1.577, ""scale_pos_weight"": 2.484, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.45618556701030927,0.0,0.32930376565288816,112,0.6,16,0.00331,20.4669,1.7913,4.923,"{""num_leaves"": 16, ""learning_rate"": 0.00331, ""reg_lambda"": 20.4669, ""reg_alpha"": 1.7913, ""scale_pos_weight"": 4.923, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
