round,r,f1_val,f1_val@0.5,pr_auc,n_tree,fit_s,num_leaves,learning_rate,reg_lambda,reg_alpha,scale_pos_weight,params
1,0.25,0.4718853362734289,0.25938009787928223,0.34484709095625954,16,0.9,512,0.01173,0.203,1.9477,6.877,"{""num_leaves"": 512, ""learning_rate"": 0.01173, ""reg_lambda"": 0.203, ""reg_alpha"": 1.9477, ""scale_pos_weight"": 6.877, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5033763044812769,0.0,0.3346210167614441,43,0.8,2,0.04256,0.9605,2.6513,1.034,"{""num_leaves"": 2, ""learning_rate"": 0.04256, ""reg_lambda"": 0.9605, ""reg_alpha"": 2.6513, ""scale_pos_weight"": 1.034, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.48091603053435117,0.27316040232927474,0.3784004660649196,9,0.8,512,0.01116,0.0264,2.081,9.344,"{""num_leaves"": 512, ""learning_rate"": 0.01116, ""reg_lambda"": 0.0264, ""reg_alpha"": 2.081, ""scale_pos_weight"": 9.344, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.2637238256932654,0.12930045871559634,0.09778522337772429,2,0.9,512,0.07398,2.6702,2.3305,5.893,"{""num_leaves"": 512, ""learning_rate"": 0.07398, ""reg_lambda"": 2.6702, ""reg_alpha"": 2.3305, ""scale_pos_weight"": 5.893, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.490426189005559,0.2612685560053981,0.34710290461043536,63,1.2,128,0.00794,0.0184,1.0724,5.975,"{""num_leaves"": 128, ""learning_rate"": 0.00794, ""reg_lambda"": 0.0184, ""reg_alpha"": 1.0724, ""scale_pos_weight"": 5.975, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5024570024570024,0.0,0.4034991761530605,62,1.7,8192,0.01242,27.1065,1.7139,2.136,"{""num_leaves"": 8192, ""learning_rate"": 0.01242, ""reg_lambda"": 27.1065, ""reg_alpha"": 1.7139, ""scale_pos_weight"": 2.136, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.46998722860791825,0.0,0.3780170080420158,109,1.3,64,0.00419,31.6893,2.961,3.357,"{""num_leaves"": 64, ""learning_rate"": 0.00419, ""reg_lambda"": 31.6893, ""reg_alpha"": 2.961, ""scale_pos_weight"": 3.357, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.31512363427257045,0.20330778539733763,0.21478736406545582,127,1.0,2,0.05445,5.2814,2.6309,7.818,"{""num_leaves"": 2, ""learning_rate"": 0.05445, ""reg_lambda"": 5.2814, ""reg_alpha"": 2.6309, ""scale_pos_weight"": 7.818, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.49939686369119424,0.0,0.43244713084707465,20,1.3,8192,0.00354,0.0526,2.4477,1.139,"{""num_leaves"": 8192, ""learning_rate"": 0.00354, ""reg_lambda"": 0.0526, ""reg_alpha"": 2.4477, ""scale_pos_weight"": 1.139, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5524673851389676,0.5516458569807038,0.4842434415356431,464,4.6,128,0.0106,53.693,2.9202,8.202,"{""num_leaves"": 128, ""learning_rate"": 0.0106, ""reg_lambda"": 53.693, ""reg_alpha"": 2.9202, ""scale_pos_weight"": 8.202, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5191228964813871,0.5085653104925053,0.46001900093710135,300,2.8,2048,0.0063,1.7634,2.0077,8.726,"{""num_leaves"": 2048, ""learning_rate"": 0.0063, ""reg_lambda"": 1.7634, ""reg_alpha"": 2.0077, ""scale_pos_weight"": 8.726, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.543640897755611,0.48151750972762647,0.4942683337519415,350,4.1,64,0.01968,13.9041,1.6337,7.61,"{""num_leaves"": 64, ""learning_rate"": 0.01968, ""reg_lambda"": 13.9041, ""reg_alpha"": 1.6337, ""scale_pos_weight"": 7.61, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5193704600484261,0.49267643142476697,0.4602753401923266,441,5.2,1024,0.02214,55.7525,1.5847,2.483,"{""num_leaves"": 1024, ""learning_rate"": 0.02214, ""reg_lambda"": 55.7525, ""reg_alpha"": 1.5847, ""scale_pos_weight"": 2.483, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5215252152521526,0.48787061994609165,0.4475499833989141,123,1.6,256,0.03323,57.4427,2.0809,3.026,"{""num_leaves"": 256, ""learning_rate"": 0.03323, ""reg_lambda"": 57.4427, ""reg_alpha"": 2.0809, ""scale_pos_weight"": 3.026, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4507042253521127,0.0,0.311458651529951,11,0.5,8,0.00969,7.3954,1.7677,9.996,"{""num_leaves"": 8, ""learning_rate"": 0.00969, ""reg_lambda"": 7.3954, ""reg_alpha"": 1.7677, ""scale_pos_weight"": 9.996, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.49144634525660963,0.0,0.4194286316667857,39,0.7,32,0.00378,0.4152,1.2802,1.817,"{""num_leaves"": 32, ""learning_rate"": 0.00378, ""reg_lambda"": 0.4152, ""reg_alpha"": 1.2802, ""scale_pos_weight"": 1.817, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4713064713064713,0.0,0.3649939102855969,83,1.1,4096,0.00465,11.9325,1.0469,3.127,"{""num_leaves"": 4096, ""learning_rate"": 0.00465, ""reg_lambda"": 11.9325, ""reg_alpha"": 1.0469, ""scale_pos_weight"": 3.127, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.49095295536791317,0.3813682678311499,0.4236706875704344,40,0.9,4096,0.02385,0.806,1.3662,1.654,"{""num_leaves"": 4096, ""learning_rate"": 0.02385, ""reg_lambda"": 0.806, ""reg_alpha"": 1.3662, ""scale_pos_weight"": 1.654, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4848137535816619,0.0,0.3858037481336004,65,0.7,16,0.00814,6.4656,2.968,2.141,"{""num_leaves"": 16, ""learning_rate"": 0.00814, ""reg_lambda"": 6.4656, ""reg_alpha"": 2.968, ""scale_pos_weight"": 2.141, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.45475113122171945,0.0,0.32286966133025313,12,0.6,1024,0.01801,10.3225,2.8693,5.285,"{""num_leaves"": 1024, ""learning_rate"": 0.01801, ""reg_lambda"": 10.3225, ""reg_alpha"": 2.8693, ""scale_pos_weight"": 5.285, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5103785103785103,0.5,0.45631619259185036,276,3.3,128,0.03443,44.8638,2.5893,2.612,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.48139255702280914,0.0,0.39302077405182767,76,1.1,256,0.00507,4.5158,2.3849,2.475,"{""num_leaves"": 256, ""learning_rate"": 0.00507, ""reg_lambda"": 4.5158, ""reg_alpha"": 2.3849, ""scale_pos_weight"": 2.475, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.49078947368421055,0.0,0.4050851751441721,101,1.2,128,0.00396,21.8752,1.5743,3.93,"{""num_leaves"": 128, ""learning_rate"": 0.00396, ""reg_lambda"": 21.8752, ""reg_alpha"": 1.5743, ""scale_pos_weight"": 3.93, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.48614609571788414,0.0,0.39448298900152556,60,0.8,256,0.00554,25.5982,2.5873,4.522,"{""num_leaves"": 256, ""learning_rate"": 0.00554, ""reg_lambda"": 25.5982, ""reg_alpha"": 2.5873, ""scale_pos_weight"": 4.522, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4981729598051157,0.0,0.3902342506424903,15,0.6,1024,0.00618,1.2708,1.8471,1.8,"{""num_leaves"": 1024, ""learning_rate"": 0.00618, ""reg_lambda"": 1.2708, ""reg_alpha"": 1.8471, ""scale_pos_weight"": 1.8, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.46223736513344693,0.0,0.352621524152081,26,1.0,8192,0.00975,8.6539,2.6553,3.902,"{""num_leaves"": 8192, ""learning_rate"": 0.00975, ""reg_lambda"": 8.6539, ""reg_alpha"": 2.6553, ""scale_pos_weight"": 3.902, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5218476903870163,0.49125168236877526,0.4649300681131222,133,1.7,128,0.07382,58.8088,2.5299,2.101,"{""num_leaves"": 128, ""learning_rate"": 0.07382, ""reg_lambda"": 58.8088, ""reg_alpha"": 2.5299, ""scale_pos_weight"": 2.101, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5140012445550716,0.4956572090330052,0.4562047968193581,189,3.1,8192,0.05037,21.6484,2.4235,3.188,"{""num_leaves"": 8192, ""learning_rate"": 0.05037, ""reg_lambda"": 21.6484, ""reg_alpha"": 2.4235, ""scale_pos_weight"": 3.188, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5033033033033033,0.0,0.407989958478334,171,1.4,32,0.00516,15.9915,1.3475,1.551,"{""num_leaves"": 32, ""learning_rate"": 0.00516, ""reg_lambda"": 15.9915, ""reg_alpha"": 1.3475, ""scale_pos_weight"": 1.551, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5006402048655569,0.2761270491803279,0.4408341509181709,258,2.0,16,0.02118,48.5816,1.4959,7.879,"{""num_leaves"": 16, ""learning_rate"": 0.02118, ""reg_lambda"": 48.5816, ""reg_alpha"": 1.4959, ""scale_pos_weight"": 7.879, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.44549125168236875,0.0,0.3176330384303301,13,0.6,1024,0.01043,5.8486,3.1214,7.316,"{""num_leaves"": 1024, ""learning_rate"": 0.01043, ""reg_lambda"": 5.8486, ""reg_alpha"": 3.1214, ""scale_pos_weight"": 7.316, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4731585518102372,0.0,0.38098097653772267,41,0.6,8,0.01274,19.1087,2.8101,3.037,"{""num_leaves"": 8, ""learning_rate"": 0.01274, ""reg_lambda"": 19.1087, ""reg_alpha"": 2.8101, ""scale_pos_weight"": 3.037, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4350515463917526,0.0,0.326319322301865,27,0.6,256,0.00789,21.027,1.244,6.277,"{""num_leaves"": 256, ""learning_rate"": 0.00789, ""reg_lambda"": 21.027, ""reg_alpha"": 1.244, ""scale_pos_weight"": 6.277, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.48743424897720633,0.0,0.35409705914974676,7,1.8,16384,0.01382,3.1223,1.5666,7.376,"{""num_leaves"": 16384, ""learning_rate"": 0.01382, ""reg_lambda"": 3.1223, ""reg_alpha"": 1.5666, ""scale_pos_weight"": 7.376, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.470653996646171,0.0,0.3932180737056255,20,1.0,8192,0.02144,17.3318,1.9259,3.596,"{""num_leaves"": 8192, ""learning_rate"": 0.02144, ""reg_lambda"": 17.3318, ""reg_alpha"": 1.9259, ""scale_pos_weight"": 3.596, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.47307692307692306,0.0,0.34813737458407157,31,0.7,64,0.00612,11.6585,1.7575,5.942,"{""num_leaves"": 64, ""learning_rate"": 0.00612, ""reg_lambda"": 11.6585, ""reg_alpha"": 1.7575, ""scale_pos_weight"": 5.942, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4507042253521127,0.0,0.3372682527308991,11,0.6,256,0.01223,10.2849,1.6797,6.295,"{""num_leaves"": 256, ""learning_rate"": 0.01223, ""reg_lambda"": 10.2849, ""reg_alpha"": 1.6797, ""scale_pos_weight"": 6.295, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5259862241703194,0.3563300142247511,0.4668212283048713,528,8.9,16384,0.01616,44.7186,2.4283,9.238,"{""num_leaves"": 16384, ""learning_rate"": 0.01616, ""reg_lambda"": 44.7186, ""reg_alpha"": 2.4283, ""scale_pos_weight"": 9.238, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4963768115942029,0.2894156560088203,0.4075627673704896,208,2.3,4096,0.00803,0.0146,1.0426,8.319,"{""num_leaves"": 4096, ""learning_rate"": 0.00803, ""reg_lambda"": 0.0146, ""reg_alpha"": 1.0426, ""scale_pos_weight"": 8.319, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5237801111797405,0.3934156378600823,0.4393052559679216,130,4.0,16384,0.09386,10.6179,2.0006,5.853,"{""num_leaves"": 16384, ""learning_rate"": 0.09386, ""reg_lambda"": 10.6179, ""reg_alpha"": 2.0006, ""scale_pos_weight"": 5.853, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4577903682719547,0.0,0.3495091389477213,14,1.9,16384,0.01207,18.0674,1.3989,7.355,"{""num_leaves"": 16384, ""learning_rate"": 0.01207, ""reg_lambda"": 18.0674, ""reg_alpha"": 1.3989, ""scale_pos_weight"": 7.355, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4296834457706279,0.0,0.32249259439209815,24,0.7,256,0.00428,8.8853,2.7015,9.013,"{""num_leaves"": 256, ""learning_rate"": 0.00428, ""reg_lambda"": 8.8853, ""reg_alpha"": 2.7015, ""scale_pos_weight"": 9.013, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.48036059240180295,0.0,0.3983392289704299,92,0.8,16,0.00331,20.4669,1.7913,4.923,"{""num_leaves"": 16, ""learning_rate"": 0.00331, ""reg_lambda"": 20.4669, ""reg_alpha"": 1.7913, ""scale_pos_weight"": 4.923, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4507042253521127,0.0,0.3341570826793552,29,2.0,16384,0.00363,7.0137,1.9446,8.434,"{""num_leaves"": 16384, ""learning_rate"": 0.00363, ""reg_lambda"": 7.0137, ""reg_alpha"": 1.9446, ""scale_pos_weight"": 8.434, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5489067894131185,0.5430232558139535,0.4963045991591537,266,2.5,512,0.00913,1.7508,2.5103,4.97,"{""num_leaves"": 512, ""learning_rate"": 0.00913, ""reg_lambda"": 1.7508, ""reg_alpha"": 2.5103, ""scale_pos_weight"": 4.97, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.47388535031847134,0.0,0.38216844297261887,22,0.7,512,0.01205,3.1305,1.9954,4.063,"{""num_leaves"": 512, ""learning_rate"": 0.01205, ""reg_lambda"": 3.1305, ""reg_alpha"": 1.9954, ""scale_pos_weight"": 4.063, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.49184782608695654,0.2921696069328381,0.42855836474713743,118,2.0,1024,0.05696,12.9716,2.7884,6.683,"{""num_leaves"": 1024, ""learning_rate"": 0.05696, ""reg_lambda"": 12.9716, ""reg_alpha"": 2.7884, ""scale_pos_weight"": 6.683, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5426260112009956,0.4170249355116079,0.47300615245106375,104,1.7,128,0.09832,62.4848,1.7196,7.82,"{""num_leaves"": 128, ""learning_rate"": 0.09832, ""reg_lambda"": 62.4848, ""reg_alpha"": 1.7196, ""scale_pos_weight"": 7.82, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.546112115732369,0.4821515892420538,0.4902216476584892,601,7.3,1024,0.01412,24.0893,1.3807,9.477,"{""num_leaves"": 1024, ""learning_rate"": 0.01412, ""reg_lambda"": 24.0893, ""reg_alpha"": 1.3807, ""scale_pos_weight"": 9.477, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.45277963831212326,0.0,0.34016640881180926,30,1.9,16384,0.00427,6.8183,2.4928,8.193,"{""num_leaves"": 16384, ""learning_rate"": 0.00427, ""reg_lambda"": 6.8183, ""reg_alpha"": 2.4928, ""scale_pos_weight"": 8.193, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5255102040816326,0.41204819277108434,0.4793260968923403,207,2.2,32,0.03358,19.7299,2.8147,6.25,"{""num_leaves"": 32, ""learning_rate"": 0.03358, ""reg_lambda"": 19.7299, ""reg_alpha"": 2.8147, ""scale_pos_weight"": 6.25, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.49595015576323986,0.0,0.40746690760414006,97,1.2,256,0.00618,5.6449,2.4094,1.678,"{""num_leaves"": 256, ""learning_rate"": 0.00618, ""reg_lambda"": 5.6449, ""reg_alpha"": 2.4094, ""scale_pos_weight"": 1.678, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4507042253521127,0.0,0.33543482889393256,13,0.7,32,0.0093,10.615,1.4125,7.911,"{""num_leaves"": 32, ""learning_rate"": 0.0093, ""reg_lambda"": 10.615, ""reg_alpha"": 1.4125, ""scale_pos_weight"": 7.911, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4382647385984427,0.0,0.33301767738402605,15,1.0,8192,0.00872,5.2753,2.2702,7.127,"{""num_leaves"": 8192, ""learning_rate"": 0.00872, ""reg_lambda"": 5.2753, ""reg_alpha"": 2.2702, ""scale_pos_weight"": 7.127, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.43190056965302953,0.0,0.33414104617422685,5,0.7,4096,0.00468,1.2274,1.9439,5.668,"{""num_leaves"": 4096, ""learning_rate"": 0.00468, ""reg_lambda"": 1.2274, ""reg_alpha"": 1.9439, ""scale_pos_weight"": 5.668, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.46327077747989276,0.0,0.3480103056114731,6,0.6,128,0.01923,9.302,1.8635,8.377,"{""num_leaves"": 128, ""learning_rate"": 0.01923, ""reg_lambda"": 9.302, ""reg_alpha"": 1.8635, ""scale_pos_weight"": 8.377, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.49491525423728816,0.0,0.3785047769454757,10,0.6,1024,0.00531,0.6329,2.513,3.076,"{""num_leaves"": 1024, ""learning_rate"": 0.00531, ""reg_lambda"": 0.6329, ""reg_alpha"": 2.513, ""scale_pos_weight"": 3.076, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.519559902200489,0.4936034115138593,0.46163904554624835,422,4.1,64,0.02945,2.7884,1.112,3.218,"{""num_leaves"": 64, ""learning_rate"": 0.02945, ""reg_lambda"": 2.7884, ""reg_alpha"": 1.112, ""scale_pos_weight"": 3.218, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.45484949832775917,0.0,0.3239683637807604,25,2.1,16384,0.00483,3.6951,1.2435,8.413,"{""num_leaves"": 16384, ""learning_rate"": 0.00483, ""reg_lambda"": 3.6951, ""reg_alpha"": 1.2435, ""scale_pos_weight"": 8.413, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4672897196261682,0.0,0.40756488637997956,25,0.7,1024,0.0088,1.1062,1.7931,3.193,"{""num_leaves"": 1024, ""learning_rate"": 0.0088, ""reg_lambda"": 1.1062, ""reg_alpha"": 1.7931, ""scale_pos_weight"": 3.193, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5003126954346466,0.49876237623762376,0.45027740409332084,136,1.5,64,0.02528,25.1254,1.4214,3.408,"{""num_leaves"": 64, ""learning_rate"": 0.02528, ""reg_lambda"": 25.1254, ""reg_alpha"": 1.4214, ""scale_pos_weight"": 3.408, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.45707915273132665,0.0,0.3965798088807276,24,0.8,128,0.00961,2.3834,1.4982,4.525,"{""num_leaves"": 128, ""learning_rate"": 0.00961, ""reg_lambda"": 2.3834, ""reg_alpha"": 1.4982, ""scale_pos_weight"": 4.525, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.48518518518518516,0.14749262536873156,0.39375804287903526,39,2.5,16384,0.08662,7.346,3.0935,6.171,"{""num_leaves"": 16384, ""learning_rate"": 0.08662, ""reg_lambda"": 7.346, ""reg_alpha"": 3.0935, ""scale_pos_weight"": 6.171, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.2989399293286219,0.0,0.12747708274370106,18,0.9,4096,0.00793,1.4313,1.6864,9.379,"{""num_leaves"": 4096, ""learning_rate"": 0.00793, ""reg_lambda"": 1.4313, ""reg_alpha"": 1.6864, ""scale_pos_weight"": 9.379, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4796650717703349,0.0552174892945684,0.3734905158768664,10,2.1,16384,0.06247,6.4014,1.4257,7.909,"{""num_leaves"": 16384, ""learning_rate"": 0.06247, ""reg_lambda"": 6.4014, ""reg_alpha"": 1.4257, ""scale_pos_weight"": 7.909, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.26268320180383314,0.1291708434770156,0.10482042845574539,2,0.6,1024,0.05252,2.5787,2.1429,9.223,"{""num_leaves"": 1024, ""learning_rate"": 0.05252, ""reg_lambda"": 2.5787, ""reg_alpha"": 2.1429, ""scale_pos_weight"": 9.223, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5435168738898757,0.5280898876404494,0.487429148384397,376,4.4,256,0.0225,3.2646,2.8103,2.53,"{""num_leaves"": 256, ""learning_rate"": 0.0225, ""reg_lambda"": 3.2646, ""reg_alpha"": 2.8103, ""scale_pos_weight"": 2.53, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.47989789406509253,0.0,0.3720958568048587,12,0.8,256,0.00427,0.5052,1.6011,2.82,"{""num_leaves"": 256, ""learning_rate"": 0.00427, ""reg_lambda"": 0.5052, ""reg_alpha"": 1.6011, ""scale_pos_weight"": 2.82, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.27048528241845665,0.25938009787928223,0.12057239288867455,10,0.6,8,0.00982,0.0503,2.191,4.265,"{""num_leaves"": 8, ""learning_rate"": 0.00982, ""reg_lambda"": 0.0503, ""reg_alpha"": 2.191, ""scale_pos_weight"": 4.265, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4768637532133676,0.0,0.3398497124059596,43,0.9,256,0.00525,0.0163,2.612,4.575,"{""num_leaves"": 256, ""learning_rate"": 0.00525, ""reg_lambda"": 0.0163, ""reg_alpha"": 2.612, ""scale_pos_weight"": 4.575, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5144972239358421,0.387551867219917,0.43186620163041417,109,2.2,128,0.05837,5.1427,1.5514,6.181,"{""num_leaves"": 128, ""learning_rate"": 0.05837, ""reg_lambda"": 5.1427, ""reg_alpha"": 1.5514, ""scale_pos_weight"": 6.181, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5490430622009569,0.5206655931293612,0.4869212876687482,440,8.5,16384,0.03176,68.1796,2.908,7.734,"{""num_leaves"": 16384, ""learning_rate"": 0.03176, ""reg_lambda"": 68.1796, ""reg_alpha"": 2.908, ""scale_pos_weight"": 7.734, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.3745907007203667,0.33707865168539325,0.2972724534022123,101,1.0,2,0.08894,1.7739,1.3704,3.175,"{""num_leaves"": 2, ""learning_rate"": 0.08894, ""reg_lambda"": 1.7739, ""reg_alpha"": 1.3704, ""scale_pos_weight"": 3.175, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4345738295318127,0.0,0.3546217815649623,17,0.9,4096,0.00878,2.4111,1.5287,7.626,"{""num_leaves"": 4096, ""learning_rate"": 0.00878, ""reg_lambda"": 2.4111, ""reg_alpha"": 1.5287, ""scale_pos_weight"": 7.626, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4811372334609076,0.0,0.34958943569180245,4,2.4,16384,0.02252,1.0328,2.0752,1.693,"{""num_leaves"": 16384, ""learning_rate"": 0.02252, ""reg_lambda"": 1.0328, ""reg_alpha"": 2.0752, ""scale_pos_weight"": 1.693, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.44776119402985076,0.0,0.3640147215973617,21,2.1,16384,0.0062,2.0453,2.0188,9.662,"{""num_leaves"": 16384, ""learning_rate"": 0.0062, ""reg_lambda"": 2.0453, ""reg_alpha"": 2.0188, ""scale_pos_weight"": 9.662, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
